,DATE,TRADE DETAILS,TRADE DETAILS.18,Team_x,receivedx,Team_y,receivedy
51,"Mar. 2, 2015","Boston Bruins Acquire:Maxime Talbot ($875,000 retained - 48.6%) · $925,000$925,000$642,361Paul Carey · $715,000$715,000$715,000Sum: $1,640,000$1,640,000$1,357,361Change: +$1,040,000Change: +$1,040,000Change: +$757,361","Colorado Avalanche Acquire:Jordan Caron · $600,000$600,000$600,0002016 6th round pick (BOS - #165 - Oskar Steen)Sum: $600,000$600,000$600,000Change: -$1,040,000Change: -$1,040,000Change: -$757,361",Boston Bruins ,"Maxime Talbot ($875,000 retained - 48.6%)",Colorado Avalanche ,Jordan Caron
52,"Mar. 2, 2015","Columbus Blue Jackets Acquire:Justin Falk · $700,000$700,000$700,0002015 5th round pick (MIN - #141 - Veeti Vainio)Sum: $700,000$700,000$700,000Change: -$1,550,000Change: -$1,550,000Change: -$1,550,000","Minnesota Wild Acquire:Jordan Leopold · $2,250,000$2,250,000$2,250,000Sum: $2,250,000$2,250,000$2,250,000Change: +$1,550,000Change: +$1,550,000Change: +$1,550,000",Columbus Blue Jackets ,Justin Falk,Minnesota Wild ,Jordan Leopold
53,"Mar. 2, 2015","Anaheim Ducks Acquire:James Wisniewski · $5,500,000$5,500,000$5,000,0002015 3rd round pick (DET - #80 - Brent Gates)Sum: $5,500,000$5,500,000$5,000,000Change: +$1,335,834Change: +$1,335,834Change: +$1,575,000","Columbus Blue Jackets Acquire:Rene Bourque · $3,333,333$3,333,333$2,500,000William Karlsson · $830,833$830,833$925,0002015 2nd round pick (ANA - #58 - Kevin Stenlund)Sum: $4,164,166$4,164,166$3,425,000Change: -$1,335,834Change: -$1,335,834Change: -$1,575,000",Anaheim Ducks ,James Wisniewski,Columbus Blue Jackets ,Rene Bourque
54,"Mar. 2, 2015","Buffalo Sabres Acquire:Chad Johnson · $1,300,000$1,300,000$1,000,0002016 3rd round pick (VAN - #64 - William Lockwood) [Conditional]**Conditions: UnknownSum: $1,300,000$1,300,000$1,000,000Change: -$1,100,000Change: -$1,100,000Change: -$1,400,000","New York Islanders Acquire:Michal Neuvirth · $2,400,000$2,400,000$2,400,000Sum: $2,400,000$2,400,000$2,400,000Change: +$1,100,000Change: +$1,100,000Change: +$1,400,000",Buffalo Sabres ,Chad Johnson,New York Islanders ,Michal Neuvirth
55,"Mar. 2, 2015","Detroit Red Wings Acquire:Marek Zidlicky ($1,000,000 retained - 33.3%) · $2,000,000$2,000,000$2,000,000Sum: $2,000,000$2,000,000$2,000,000Change: +$2,000,000Change: +$2,000,000Change: +$2,000,000","New Jersey Devils Acquire:2016 3rd round pick (DET - #77 - Connor Hall) [Conditional]**Conditions: Pick can upgrade to a 2016 2nd round pick if Red Wings advance to 2015 Stanley Cup Finals. Devils will also receive a 2015 5th round pick and 2016 3rd round pick if Red Wings advance to the 2015 Eastern Conference Finals, Result: Conditions not met. Devils receive the 2016 3rd round pick.Sum: $0$0$0Change: -$2,000,000Change: -$2,000,000Change: -$2,000,000",Detroit Red Wings ,"Marek Zidlicky ($1,000,000 retained - 33.3%)",New Jersey Devils ,"2016 3rd round pick (DET - #77 - Connor Hall) [Conditional]**Conditions: Pick can upgrade to a 2016 2nd round pick if Red Wings advance to 2015 Stanley Cup Finals. Devils will also receive a 2015 5th round pick and 2016 3rd round pick if Red Wings advance to the 2015 Eastern Conference Finals, Result: Conditions not met. Devils receive the 2016 3rd round pick."
56,"Mar. 2, 2015","Arizona Coyotes Acquire:David Leggio · $0$700,000$175,000 (AHL/JR)Sum: $0$700,000$175,000Change: $0Change: +$150,000Change: +$115,000","New York Islanders Acquire:Mark Louis · $0$550,000$60,000 (AHL/JR)Sum: $0$550,000$60,000Change: $0Change: -$150,000Change: -$115,000",Arizona Coyotes ,David Leggio,New York Islanders ,Mark Louis
57,"Mar. 2, 2015","New York Islanders Acquire:Tyler Kennedy · $2,350,000$2,350,000$2,350,000Sum: $2,350,000$2,350,000$2,350,000Change: +$2,350,000Change: +$2,350,000Change: +$2,350,000","San Jose Sharks Acquire:2015 7th round pick (TBL - #210 - Tate Olson)Sum: $0$0$0Change: -$2,350,000Change: -$2,350,000Change: -$2,350,000",New York Islanders ,Tyler Kennedy,San Jose Sharks ,2015 7th round pick (TBL - #210 - Tate Olson)
58,"Mar. 2, 2015","Anaheim Ducks Acquire:Michael Sgarbossa · $0$556,667$55,000 (AHL/JR)Sum: $0$556,667$55,000Change: $0Change: +$6,667Change: -$12,500","Colorado Avalanche Acquire:Mat Clark · $0$550,000$67,500 (AHL/JR)Sum: $0$550,000$67,500Change: $0Change: -$6,667Change: +$12,500",Anaheim Ducks ,Michael Sgarbossa,Colorado Avalanche ,Mat Clark
59,"Mar. 2, 2015","New York Islanders Acquire:Dustin Jeffrey · $0$600,000$225,000 (AHL/JR)Sum: $0$600,000$225,000Change: -$600,000Change: $0Change: -$375,000","Vancouver Canucks Acquire:Cory Conacher · $600,000$600,000$600,000Sum: $600,000$600,000$600,000Change: +$600,000Change: $0Change: +$375,000",New York Islanders ,Dustin Jeffrey,Vancouver Canucks ,Cory Conacher
60,"Mar. 2, 2015","Chicago Blackhawks Acquire:Andrew Desjardins · $750,000$750,000$750,000Sum: $750,000$750,000$750,000Change: -$750,000Change: -$750,000Change: -$750,000","San Jose Sharks Acquire:Ben Smith · $1,500,000$1,500,000$1,500,0002017 7th round pick (CHI - #212 - Ivan Chekhovich) [Conditional]**Conditions: San Jose receives the 7th round pick if Chicago wins the Stanley Cup. Result- Chicago won the 2014/15 Stanley Cup and San Jose receives the pick.Sum: $1,500,000$1,500,000$1,500,000Change: +$750,000Change: +$750,000Change: +$750,000",Chicago Blackhawks ,Andrew Desjardins,San Jose Sharks ,Ben Smith
61,"Mar. 2, 2015","Pittsburgh Penguins Acquire:Ian Cole · $825,000$825,000$900,000Sum: $825,000$825,000$900,000Change: +$225,000Change: +$225,000Change: +$250,000","St. Louis Blues Acquire:Robert Bortuzzo · $600,000$600,000$650,0002016 7th round pick (PIT - #211 - Filip Helt)Sum: $600,000$600,000$650,000Change: -$225,000Change: -$225,000Change: -$250,000",Pittsburgh Penguins ,Ian Cole,St. Louis Blues ,Robert Bortuzzo
62,"Mar. 2, 2015","Colorado Avalanche Acquire:Freddie Hamilton · $626,667$626,667$625,000Sum: $626,667$626,667$625,000Change: +$626,667Change: +$21,667Change: +$525,000","San Jose Sharks Acquire:Karl Stollery · $0$605,000$100,000 (AHL/JR)Sum: $0$605,000$100,000Change: -$626,667Change: -$21,667Change: -$525,000",Colorado Avalanche ,Freddie Hamilton,San Jose Sharks ,Karl Stollery
63,"Mar. 2, 2015","Arizona Coyotes Acquire:Maxim Letunov · $0$0$0 (Signing Rights)Sum: $0$0$0Change: -$2,000,000Change: -$2,000,000Change: -$2,000,000","St. Louis Blues Acquire:Zbynek Michalek ($2,000,000 retained - 50%) · $2,000,000$2,000,000$2,000,0002015 3rd round pick (ARI - #63 - Kyle Capobianco) [Conditional]**Conditions: If Michalek does not play 1 game, Blues receive the 2015 3rd round pick Result: Arizona retains the 2015 3rd round pick since Michalek played for the Blues. Sum: $2,000,000$2,000,000$2,000,000Change: +$2,000,000Change: +$2,000,000Change: +$2,000,000",Arizona Coyotes ,Maxim Letunov,St. Louis Blues ,"Zbynek Michalek ($2,000,000 retained - 50%)"
64,"Mar. 2, 2015","Buffalo Sabres Acquire:2016 5th round pick (MTL - #130 - Vojtech Budik)Sum: $0$0$0Change: -$637,500Change: -$637,500Change: -$650,000","Montreal Canadiens Acquire:Brian Flynn · $637,500$637,500$650,000Sum: $637,500$637,500$650,000Change: +$637,500Change: +$637,500Change: +$650,000",Buffalo Sabres ,2016 5th round pick (MTL - #130 - Vojtech Budik),Montreal Canadiens ,Brian Flynn
65,"Mar. 2, 2015","Edmonton Oilers Acquire:2015 4th round pick (MTL - #117 - Caleb Jones)2015 2nd round pick (MTL - #57 - Jonas Siegenthaler)Sum: $0$0$0Change: -$3,075,000Change: -$3,075,000Change: -$3,075,000","Montreal Canadiens Acquire:Jeff Petry · $3,075,000$3,075,000$3,075,000Sum: $3,075,000$3,075,000$3,075,000Change: +$3,075,000Change: +$3,075,000Change: +$3,075,000",Edmonton Oilers ,2015 4th round pick (MTL - #117 - Caleb Jones)2015 2nd round pick (MTL - #57 - Jonas Siegenthaler),Montreal Canadiens ,Jeff Petry
66,"Mar. 2, 2015","Philadelphia Flyers Acquire:Radko Gudas · $991,667$991,667$1,000,0002015 1st round pick (TBL - #29 - Gabriel Carlsson)2015 3rd round pick (TBL - #90 - Matej Tomek)Sum: $991,667$991,667$1,000,000Change: -$3,508,333Change: -$3,508,333Change: -$3,500,000","Tampa Bay Lightning Acquire:Braydon Coburn · $4,500,000$4,500,000$4,500,000Sum: $4,500,000$4,500,000$4,500,000Change: +$3,508,333Change: +$3,508,333Change: +$3,500,000",Philadelphia Flyers ,Radko Gudas,Tampa Bay Lightning ,Braydon Coburn
67,"Mar. 1, 2015","New York Rangers Acquire:Carl Klingberg · $0$650,000$650,000 (AHL/JR)Sum: $0$650,000$650,000Change: -$900,000Change: -$250,000Change: -$250,000","Winnipeg Jets Acquire:Lee Stempniak · $900,000$900,000$900,000Sum: $900,000$900,000$900,000Change: +$900,000Change: +$250,000Change: +$250,000",New York Rangers ,Carl Klingberg,Winnipeg Jets ,Lee Stempniak
68,"Mar. 1, 2015","New York Rangers Acquire:James Sheppard · $0$1,300,000$1,300,000Sum: $0$1,300,000$1,300,000Change: $0Change: +$1,300,000Change: +$1,300,000","San Jose Sharks Acquire:2016 4th round pick (NYR - #111 - Noah Gregor)Sum: $0$0$0Change: $0Change: -$1,300,000Change: $0",New York Rangers ,James Sheppard,San Jose Sharks ,2016 4th round pick (NYR - #111 - Noah Gregor)
69,"Mar. 1, 2015","Calgary Flames Acquire:2015 2nd round pick (WSH - #52 - Jérémy Lauzon)2015 3rd round pick (WSH - #83 - Jens Looke)Sum: $0$0$0Change: -$2,550,000Change: -$2,550,000Change: -$2,500,000","Washington Capitals Acquire:Curtis Glencross · $2,550,000$2,550,000$2,500,000Sum: $2,550,000$2,550,000$2,500,000Change: +$2,550,000Change: +$2,550,000Change: +$2,500,000",Calgary Flames ,2015 2nd round pick (WSH - #52 - Jérémy Lauzon)2015 3rd round pick (WSH - #83 - Jens Looke),Washington Capitals ,Curtis Glencross
70,"Mar. 1, 2015","Dallas Stars Acquire:Mattias Backman · $0$717,500$717,500 (AHL/JR)Mattias Janmark · $0$0$0 (Signing Rights)2015 2nd round pick (DET - #49 - Roope Hintz)Sum: $0$717,500$717,500Change: -$4,500,000Change: -$3,782,500Change: +$717,500","Detroit Red Wings Acquire:Erik Cole · $4,500,000$4,500,000$4,000,0002015 3rd round pick (DAL - #73 - Vili Saarijärvi)Sum: $4,500,000$4,500,000$4,000,000Change: +$4,500,000Change: +$3,782,500Change: +$4,000,000",Dallas Stars ,Mattias Backman,Detroit Red Wings ,Erik Cole
71,"Feb. 28, 2015","Carolina Hurricanes Acquire:Jack Hillen · $700,000$700,000$700,0002015 4th round pick (ARI - #93 - Callum Booth)Sum: $700,000$700,000$700,000Change: -$500,000Change: -$500,000Change: -$500,000","Washington Capitals Acquire:Tim Gleason · $1,200,000$1,200,000$1,200,000Sum: $1,200,000$1,200,000$1,200,000Change: +$500,000Change: +$500,000Change: +$500,000",Carolina Hurricanes ,Jack Hillen,Washington Capitals ,Tim Gleason
72,"Feb. 28, 2015","Arizona Coyotes Acquire:Klas Dahlbeck · $613,333$613,333$620,0002015 1st round pick (CHI - #30 - Nick Merkley)Sum: $613,333$613,333$620,000Change: -$3,136,667Change: -$3,136,667Change: +$620,000","Chicago Blackhawks Acquire:Antoine Vermette · $3,750,000$3,750,000$3,750,000Sum: $3,750,000$3,750,000$3,750,000Change: +$3,136,667Change: +$3,136,667Change: +$3,750,000",Arizona Coyotes ,Klas Dahlbeck,Chicago Blackhawks ,Antoine Vermette
73,"Feb. 28, 2015","Anaheim Ducks Acquire:Tomas Fleischmann · $4,500,000$4,500,000$4,500,000Sum: $4,500,000$4,500,000$4,500,000Change: +$4,425,000Change: +$3,500,000Change: +$3,500,000","Florida Panthers Acquire:Dany Heatley · $75,000$1,000,000$1,000,000 (AHL/JR)2015 3rd round pick (ANA - #88 - Thomas Schemitsch)Sum: $75,000$1,000,000$1,000,000Change: -$4,425,000Change: -$3,500,000Change: -$3,500,000",Anaheim Ducks ,Tomas Fleischmann,Florida Panthers ,Dany Heatley
74,"Feb. 27, 2015","Chicago Blackhawks Acquire:Kimmo Timonen · $2,000,000$2,000,000$2,000,000Sum: $2,000,000$2,000,000$2,000,000Change: +$2,000,000Change: +$2,000,000Change: +$2,000,000","Philadelphia Flyers Acquire:2015 2nd round pick (CHI - #61 - Jeremy Bracco)2016 2nd round pick (CHI - #52 - Wade Allison)Sum: $0$0$0Change: -$2,000,000Change: -$2,000,000Change: $0",Chicago Blackhawks ,Kimmo Timonen,Philadelphia Flyers ,2015 2nd round pick (CHI - #61 - Jeremy Bracco)2016 2nd round pick (CHI - #52 - Wade Allison)
75,"Feb. 26, 2015","Columbus Blue Jackets Acquire:David Clarkson · $5,250,000$5,250,000$4,750,000Sum: $5,250,000$5,250,000$4,750,000Change: -$50,000Change: -$50,000Change: +$4,750,000","Toronto Maple Leafs Acquire:Nathan Horton · $5,300,000$5,300,000$6,000,000Sum: $5,300,000$5,300,000$6,000,000Change: +$50,000Change: +$50,000Change: +$6,000,000",Columbus Blue Jackets ,David Clarkson,Toronto Maple Leafs ,Nathan Horton
76,"Feb. 26, 2015","Chicago Blackhawks Acquire:Spencer Abbott · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: -$675,000Change: -$675,000","Toronto Maple Leafs Acquire:T.J. Brennan · $0$675,000$675,000 (AHL/JR)Sum: $0$675,000$675,000Change: $0Change: +$675,000Change: +$675,000",Chicago Blackhawks ,Spencer Abbott,Toronto Maple Leafs ,T.J. Brennan
77,"Feb. 26, 2015","Columbus Blue Jackets Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$600,000Change: $0","St. Louis Blues Acquire:Adam Cracknell · $0$600,000$600,000 (AHL/JR)Sum: $0$600,000$600,000Change: $0Change: +$600,000Change: +$600,000",Columbus Blue Jackets ,Future Considerations,St. Louis Blues ,Adam Cracknell
78,"Feb. 26, 2015","Florida Panthers Acquire:Jaromír Jágr · $3,500,000$3,500,000$3,500,000Sum: $3,500,000$3,500,000$3,500,000Change: +$3,500,000Change: +$3,500,000Change: +$3,500,000","New Jersey Devils Acquire:2015 2nd round pick (FLA - #41 - Ryan Gropp)2016 3rd round pick (MIN - #76 - Rem Pitlick)Sum: $0$0$0Change: -$3,500,000Change: -$3,500,000Change: $0",Florida Panthers ,Jaromír Jágr,New Jersey Devils ,2015 2nd round pick (FLA - #41 - Ryan Gropp)2016 3rd round pick (MIN - #76 - Rem Pitlick)
79,"Feb. 25, 2015","Carolina Hurricanes Acquire:Roland McKeown · $0$0$0 (AHL/JR) (Signing Rights)2016 1st round pick (LAK - #21 - Julien Gauthier)Sum: $0$0$0Change: -$2,750,000Change: -$2,750,000Change: $0","Los Angeles Kings Acquire:Andrej Sekera · $2,750,000$2,750,000$1,750,000Sum: $2,750,000$2,750,000$1,750,000Change: +$2,750,000Change: +$2,750,000Change: +$1,750,000",Carolina Hurricanes ,Roland McKeown,Los Angeles Kings ,Andrej Sekera
80,"Feb. 25, 2015","Pittsburgh Penguins Acquire:Daniel Winnik ($650,000 retained - 50%) · $650,000$650,000$650,000Sum: $650,000$650,000$650,000Change: +$100,000Change: +$100,000Change: +$100,000","Toronto Maple Leafs Acquire:Zach Sill · $550,000$550,000$550,0002015 4th round pick (PIT - #107 - Christian Wolanin)2016 2nd round pick (PIT - #61 - Kasper Björkqvist)Sum: $550,000$550,000$550,000Change: -$100,000Change: -$100,000Change: -$100,000",Pittsburgh Penguins ,"Daniel Winnik ($650,000 retained - 50%)",Toronto Maple Leafs ,Zach Sill
81,"Feb. 25, 2015","Carolina Hurricanes Acquire:2015 5th round pick (WPG - #138 - Spencer Smallman)2016 3rd round pick (WPG - #67 - Matt Filipe)Sum: $0$0$0Change: -$2,950,000Change: -$2,950,000Change: -$2,950,000","Winnipeg Jets Acquire:Jiri Tlusty · $2,950,000$2,950,000$2,950,000Sum: $2,950,000$2,950,000$2,950,000Change: +$2,950,000Change: +$2,950,000Change: +$2,950,000",Carolina Hurricanes ,2015 5th round pick (WPG - #138 - Spencer Smallman)2016 3rd round pick (WPG - #67 - Matt Filipe),Winnipeg Jets ,Jiri Tlusty
82,"Feb. 24, 2015","Anaheim Ducks Acquire:Jiri Sekac · $925,000$925,000$925,000Sum: $925,000$925,000$925,000Change: +$125,000Change: +$125,000Change: +$925,000","Montreal Canadiens Acquire:Devante Smith-Pelly · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: -$125,000Change: -$125,000Change: +$800,000",Anaheim Ducks ,Jiri Sekac,Montreal Canadiens ,Devante Smith-Pelly
83,"Feb. 24, 2015","Florida Panthers Acquire:2016 3rd round pick (MIN - #76 - Rem Pitlick)Sum: $0$0$0Change: $0Change: -$2,750,000Change: $0","Minnesota Wild Acquire:Sean Bergenheim · $0$2,750,000$2,750,0002016 7th round pick (FLA - #204 - Brayden Chizen)Sum: $0$2,750,000$2,750,000Change: $0Change: +$2,750,000Change: +$2,750,000",Florida Panthers ,2016 3rd round pick (MIN - #76 - Rem Pitlick),Minnesota Wild ,Sean Bergenheim
84,"Feb. 15, 2015","Nashville Predators Acquire:Cody Franson · $3,300,000$3,300,000$3,300,000Mike Santorelli · $1,500,000$1,500,000$1,500,000Sum: $4,800,000$4,800,000$4,800,000Change: +$1,646,667Change: +$1,646,667Change: +$1,657,500","Toronto Maple Leafs Acquire:Olli Jokinen · $2,500,000$2,500,000$2,500,000Brendan Leipsic · $653,333$653,333$642,5002015 1st round pick (NSH - #24 - Travis Konecny)Sum: $3,153,333$3,153,333$3,142,500Change: -$1,646,667Change: -$1,646,667Change: -$1,657,500",Nashville Predators ,Cody Franson,Toronto Maple Leafs ,Olli Jokinen
85,"Feb. 11, 2015","Buffalo Sabres Acquire:Anders Lindbäck · $925,000$925,000$925,0002016 3rd round pick (DAL - #86 - Casey Fitzgerald)Sum: $925,000$925,000$925,000Change: -$325,000Change: -$325,000Change: +$925,000","Dallas Stars Acquire:Jhonas Enroth · $1,250,000$1,250,000$1,250,000Sum: $1,250,000$1,250,000$1,250,000Change: +$325,000Change: +$325,000Change: +$1,250,000",Buffalo Sabres ,Anders Lindbäck,Dallas Stars ,Jhonas Enroth
86,"Feb. 11, 2015","Buffalo Sabres Acquire:Zach Bogosian · $5,142,857$5,142,857$4,000,000Evander Kane · $5,250,000$5,250,000$6,000,000Jason Kasdorf · $0$0$0 (AHL/JR) (Signing Rights)Sum: $10,392,857$10,392,857$10,000,000Change: -$1,310Change: -$1,310Change: +$10,000,000","Winnipeg Jets Acquire:Joel Armia · $894,167$894,167$925,000Tyler Myers · $5,500,000$5,500,000$5,000,000Drew Stafford · $4,000,000$4,000,000$4,000,000Brendan Lemieux · $0$0$0 (Signing Rights)2015 1st round pick (STL - #25 - Jack Roslovic)Sum: $10,394,167$10,394,167$9,925,000Change: +$1,310Change: +$1,310Change: +$9,925,000",Buffalo Sabres ,Zach Bogosian,Winnipeg Jets ,Joel Armia
87,"Feb. 9, 2015",San Jose Sharks Acquire:Evgeni Nabokov · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks ,Evgeni Nabokov,Tampa Bay Lightning ,Future Considerations
88,"Feb. 6, 2015","Tampa Bay Lightning Acquire:Carter Ashton · $0$850,500$850,500 (AHL/JR)David Broll · $0$590,833$575,000Sum: $0$1,441,333$1,425,500Change: $0Change: +$1,441,333Change: +$1,425,500","Toronto Maple Leafs Acquire:2016 7th round pick (TBL - #208 - Ryan Lohin) [Conditional]**Conditions: Details unknown Result: Details not metSum: $0$0$0Change: $0Change: -$1,441,333Change: $0",Tampa Bay Lightning ,Carter Ashton,Toronto Maple Leafs ,2016 7th round pick (TBL - #208 - Ryan Lohin) [Conditional]**Conditions: Details unknown Result: Details not met
89,"Jan. 29, 2015","Chicago Blackhawks Acquire:Gustav Forsling · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: -$742,500Change: $0","Vancouver Canucks Acquire:Adam Clendening · $0$742,500$817,500 (AHL/JR)Sum: $0$742,500$817,500Change: $0Change: +$742,500Change: +$817,500",Chicago Blackhawks ,Gustav Forsling,Vancouver Canucks ,Adam Clendening
90,"Jan. 27, 2015","Pittsburgh Penguins Acquire:Maxim Lapierre · $1,100,000$1,100,000$1,200,000Sum: $1,100,000$1,100,000$1,200,000Change: -$100,000Change: -$100,000Change: $0","St. Louis Blues Acquire:Marcel Goc · $1,200,000$1,200,000$1,200,000Sum: $1,200,000$1,200,000$1,200,000Change: +$100,000Change: +$100,000Change: $0",Pittsburgh Penguins ,Maxim Lapierre,St. Louis Blues ,Marcel Goc
91,"Jan. 14, 2015","Arizona Coyotes Acquire:2015 3rd round pick (MIN - #81 - Brendan Warren)Sum: $0$0$0Change: -$800,000Change: -$800,000Change: $0","Minnesota Wild Acquire:Devan Dubnyk · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: +$800,000Change: +$800,000",Arizona Coyotes ,2015 3rd round pick (MIN - #81 - Brendan Warren),Minnesota Wild ,Devan Dubnyk
92,"Jan. 9, 2015","Calgary Flames Acquire:Drew Shore · $0$900,000$900,000 (AHL/JR)Sum: $0$900,000$900,000Change: $0Change: $0Change: $0","Florida Panthers Acquire:Corban Knight · $0$900,000$900,000 (AHL/JR)Sum: $0$900,000$900,000Change: $0Change: $0Change: $0",Calgary Flames ,Drew Shore,Florida Panthers ,Corban Knight
93,"Jan. 2, 2015","Edmonton Oilers Acquire:Rob Klinkhammer · $625,000$625,000$650,0002015 1st round pick (PIT - #16 - Mathew Barzal)Sum: $625,000$625,000$650,000Change: -$3,187,500Change: -$3,187,500Change: -$3,600,000","Pittsburgh Penguins Acquire:David Perron · $3,812,500$3,812,500$4,250,000Sum: $3,812,500$3,812,500$4,250,000Change: +$3,187,500Change: +$3,187,500Change: +$3,600,000",Edmonton Oilers ,Rob Klinkhammer,Pittsburgh Penguins ,David Perron
94,"Dec. 29, 2014","Edmonton Oilers Acquire:Derek Roy · $1,000,000$1,000,000$1,000,000Sum: $1,000,000$1,000,000$1,000,000Change: +$400,000Change: +$400,000Change: +$400,000","Nashville Predators Acquire:Mark Arcobello · $600,000$600,000$600,000Sum: $600,000$600,000$600,000Change: -$400,000Change: -$400,000Change: -$400,000",Edmonton Oilers ,Derek Roy,Nashville Predators ,Mark Arcobello
95,"Dec. 18, 2014","Carolina Hurricanes Acquire:2015 6th round pick (OTT - #169 - David Cotton)Sum: $0$0$0Change: -$1,050,000Change: -$1,050,000Change: -$1,050,000","Winnipeg Jets Acquire:Jay Harrison ($450,000 retained - 30%) · $1,050,000$1,050,000$1,050,000Sum: $1,050,000$1,050,000$1,050,000Change: +$1,050,000Change: +$1,050,000Change: +$1,050,000",Carolina Hurricanes ,2015 6th round pick (OTT - #169 - David Cotton),Winnipeg Jets ,"Jay Harrison ($450,000 retained - 30%)"
96,"Dec. 16, 2014","Buffalo Sabres Acquire:Jerry D'Amigo · $0$850,500$850,500 (AHL/JR)Sum: $0$850,500$850,500Change: $0Change: +$200,500Change: +$850,500","Columbus Blue Jackets Acquire:Luke Adam · $0$650,000$650,000Sum: $0$650,000$650,000Change: $0Change: -$200,500Change: +$650,000",Buffalo Sabres ,Jerry D'Amigo,Columbus Blue Jackets ,Luke Adam
97,"Dec. 14, 2014","Chicago Blackhawks Acquire:Tim Erixon · $600,000$600,000$600,000Sum: $600,000$600,000$600,000Change: -$200,000Change: -$200,000Change: -$100,000","Columbus Blue Jackets Acquire:Jeremy Morin · $800,000$800,000$700,000Sum: $800,000$800,000$700,000Change: +$200,000Change: +$200,000Change: +$100,000",Chicago Blackhawks ,Tim Erixon,Columbus Blue Jackets ,Jeremy Morin
98,"Dec. 5, 2014","Arizona Coyotes Acquire:Philip Samuelsson · $0$550,000$550,000Sum: $0$550,000$550,000Change: -$625,000Change: -$75,000Change: -$100,000","Pittsburgh Penguins Acquire:Rob Klinkhammer · $625,000$625,000$650,000Sum: $625,000$625,000$650,000Change: +$625,000Change: +$75,000Change: +$100,000",Arizona Coyotes ,Philip Samuelsson,Pittsburgh Penguins ,Rob Klinkhammer
99,"Dec. 4, 2014","Anaheim Ducks Acquire:Colby Robak · $0$675,000$700,000Sum: $0$675,000$700,000Change: $0Change: +$125,000Change: +$700,000","Florida Panthers Acquire:Jesse Blacker · $0$550,000$550,000 (AHL/JR)2017 6th round pick (ANA - #184 - Sebastian Repo) [Conditional]**Conditions: 2016 4th round or 2017 6th round depending on how many games Robak plays for Ducks in 2014-15 Result: Robak did not meet the games played threshold. Florida will receive Anaheim's 2017 6th round pick.Sum: $0$550,000$550,000Change: $0Change: -$125,000Change: +$550,000",Anaheim Ducks ,Colby Robak,Florida Panthers ,Jesse Blacker
100,"Nov. 28, 2014","Anaheim Ducks Acquire:Eric Brewer ($1,007,500 retained - 26%) · $2,867,500$2,867,500$0Sum: $3,875,000$3,875,000$3,750,000Change: +$3,875,000Change: +$3,875,000Change: +$3,750,000","Tampa Bay Lightning Acquire:2015 3rd round pick (EDM - #64 - Dennis Yan)Sum: $0$0$0Change: -$3,875,000Change: -$3,875,000Change: $0",Anaheim Ducks ,"Eric Brewer ($1,007,500 retained - 26%)",Tampa Bay Lightning ,2015 3rd round pick (EDM - #64 - Dennis Yan)
101,"Nov. 25, 2014","New York Islanders Acquire:Alexandre Mallet · $0$684,166$717,500 (AHL/JR)2016 3rd round pick (VAN - #64 - William Lockwood)Sum: $0$684,166$717,500Change: $0Change: -$108,334Change: +$717,500","Vancouver Canucks Acquire:Andrey Pedan · $0$792,500$792,500 (AHL/JR)Sum: $0$792,500$792,500Change: $0Change: +$108,334Change: +$792,500",New York Islanders ,Alexandre Mallet,Vancouver Canucks ,Andrey Pedan
102,"Nov. 21, 2014","Dallas Stars Acquire:Jason Demers ($1,190,000 retained - 35%) · $2,210,000$2,210,000$2,047,5002016 3rd round pick (SJS - #90 - Fredrik Karlström)Sum: $2,210,000$2,210,000$2,047,500Change: +$960,000Change: +$960,000Change: +$797,500","San Jose Sharks Acquire:Brenden Dillon · $1,250,000$1,250,000$1,250,000Sum: $1,250,000$1,250,000$1,250,000Change: -$960,000Change: -$960,000Change: -$797,500",Dallas Stars ,"Jason Demers ($1,190,000 retained - 35%)",San Jose Sharks ,Brenden Dillon
103,"Nov. 20, 2014","Edmonton Oilers Acquire:Kellan Lain · $0$600,000$600,000 (AHL/JR)Sum: $0$600,000$600,000Change: $0Change: -$80,000Change: +$600,000","Vancouver Canucks Acquire:Will Acton · $0$680,000$680,000 (AHL/JR)Sum: $0$680,000$680,000Change: $0Change: +$80,000Change: +$680,000",Edmonton Oilers ,Kellan Lain,Vancouver Canucks ,Will Acton
104,"Nov. 20, 2014","Anaheim Ducks Acquire:Rene Bourque · $3,333,333$3,333,333$2,500,000Sum: $3,333,333$3,333,333$2,500,000Change: -$166,667Change: -$166,667Change: -$1,000,000","Montreal Canadiens Acquire:Bryan Allen · $3,500,000$3,500,000$3,500,000Sum: $3,500,000$3,500,000$3,500,000Change: +$166,667Change: +$166,667Change: +$1,000,000",Anaheim Ducks ,Rene Bourque,Montreal Canadiens ,Bryan Allen
