,DATE,TRADE DETAILS,TRADE DETAILS.18,Team_x,receivedx,Team_y,receivedy
52,"Feb. 25, 2019","Pittsburgh Penguins Acquire:Erik Gudbranson · $4,000,000$4,000,000$4,500,000Sum: $4,000,000$4,000,000$4,500,000Change: +$250,000Change: +$250,000Change: +$4,500,000","Vancouver Canucks Acquire:Tanner Pearson · $3,750,000$3,750,000$3,800,000Sum: $3,750,000$3,750,000$3,800,000Change: -$250,000Change: -$250,000Change: +$3,800,000",Pittsburgh Penguins ,Erik Gudbranson,Vancouver Canucks ,Tanner Pearson
53,"Feb. 25, 2019","Boston Bruins Acquire:Marcus Johansson ($1,833,333 retained - 40%) · $2,750,000$2,750,000$2,850,000Sum: $2,750,000$2,750,000$2,850,000Change: +$2,750,000Change: +$2,750,000Change: +$2,850,000","New Jersey Devils Acquire:2019 2nd round pick (BOS - #61 - Nikita Okhotiuk)2020 4th round pick (BOS - #120 - Ethan Edwards)Sum: $0$0$0Change: -$2,750,000Change: -$2,750,000Change: -$2,850,000",Boston Bruins ,"Marcus Johansson ($1,833,333 retained - 40%)",New Jersey Devils ,2019 2nd round pick (BOS - #61 - Nikita Okhotiuk)2020 4th round pick (BOS - #120 - Ethan Edwards)
54,"Feb. 25, 2019","Nashville Predators Acquire:Wayne Simmonds · $3,975,000$3,975,000$5,000,000Sum: $3,975,000$3,975,000$5,000,000Change: +$3,100,000Change: +$3,100,000Change: +$5,000,000","Philadelphia Flyers Acquire:Ryan Hartman · $875,000$875,000$875,0002020 4th round pick (NSH - #104 - Thimo Nickl) [Conditional]**Conditions: The 2020 4th round pick upgrades to a 2020 3rd round pick if Nashville wins one round in the 2018-19 playoffs. Result: Condition not met. Philadelphia receives a 2020 4th round pickSum: $875,000$875,000$875,000Change: -$3,100,000Change: -$3,100,000Change: +$875,000",Nashville Predators ,Wayne Simmonds,Philadelphia Flyers ,Ryan Hartman
55,"Feb. 25, 2019","Ottawa Senators Acquire:Oscar Lindberg · $1,700,000$1,700,000$1,800,000Erik Brännström · $0$894,166$70,000 (AHL/JR)2020 2nd round pick (DAL - #61 - Egor Sokolov)Sum: $1,700,000$2,594,166$1,870,000Change: -$5,650,000Change: -$4,755,834Change: -$5,480,000","Vegas Golden Knights Acquire:Mark Stone · $7,350,000$7,350,000$7,350,000Tobias Lindberg · $0$0$0Sum: $7,350,000$7,350,000$7,350,000Change: +$5,650,000Change: +$4,755,834Change: +$5,480,000",Ottawa Senators ,Oscar Lindberg,Vegas Golden Knights ,Mark Stone
56,"Feb. 25, 2019","Minnesota Wild Acquire:Kevin Fiala · $863,333$863,333$832,500Sum: $863,333$863,333$832,500Change: -$4,886,667Change: -$4,886,667Change: +$832,500","Nashville Predators Acquire:Mikael Granlund · $5,750,000$5,750,000$5,500,000Sum: $5,750,000$5,750,000$5,500,000Change: +$4,886,667Change: +$4,886,667Change: +$5,500,000",Minnesota Wild ,Kevin Fiala,Nashville Predators ,Mikael Granlund
57,"Feb. 25, 2019","Calgary Flames Acquire:Oscar Fantenberg · $650,000$650,000$650,000Sum: $650,000$650,000$650,000Change: +$650,000Change: +$650,000Change: +$650,000","Los Angeles Kings Acquire:2020 4th round pick (CGY - #112 - Juho Markkanen) [Conditional]**Conditions: The 4th round pick becomes a 3rd round pick in 2020 if the #Flames reach the conference final, and Fantenberg plays in at least 50% of those playoff games. Result: Condition not met. Kings receive a 2020 4th round pick.Sum: $0$0$0Change: -$650,000Change: -$650,000Change: $0",Calgary Flames ,Oscar Fantenberg,Los Angeles Kings ,"2020 4th round pick (CGY - #112 - Juho Markkanen) [Conditional]**Conditions: The 4th round pick becomes a 3rd round pick in 2020 if the #Flames reach the conference final, and Fantenberg plays in at least 50% of those playoff games. Result: Condition not met. Kings receive a 2020 4th round pick."
58,"Feb. 25, 2019","Columbus Blue Jackets Acquire:Adam McQuaid · $2,750,000$2,750,000$2,000,000Sum: $2,750,000$2,750,000$2,000,000Change: +$2,750,000Change: +$2,750,000Change: +$2,000,000","New York Rangers Acquire:Julius Bergman · $0$0$02019 4th round pick (CBJ - #112 - Hunter Skinner)2019 7th round pick (CBJ - #205 - Eric Ciccolini)Sum: $0$0$0Change: -$2,750,000Change: -$2,750,000Change: -$2,000,000",Columbus Blue Jackets ,Adam McQuaid,New York Rangers ,Julius Bergman
59,"Feb. 25, 2019","Colorado Avalanche Acquire:Derick Brassard · $3,000,000$3,000,000$2,100,0002020 6th round pick (FLA - #167 - Nils Åman) [Conditional]**Conditions: If Brassard signs an extension with Colorado Avalanche, no pick is transferred. Result: Brassard did not sign an extension. Colorado receives the 2020 6th round pick.Sum: $3,000,000$3,000,000$2,100,000Change: +$3,000,000Change: +$3,000,000Change: +$2,100,000","Florida Panthers Acquire:2020 3rd round pick (COL - #87 - Justin Sourdif)Sum: $0$0$0Change: -$3,000,000Change: -$3,000,000Change: $0",Colorado Avalanche ,Derick Brassard,Florida Panthers ,2020 3rd round pick (COL - #87 - Justin Sourdif)
60,"Feb. 25, 2019","Carolina Hurricanes Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$745,000Change: $0","Florida Panthers Acquire:Cliff Pu · $0$745,000$70,000 (AHL/JR)Sum: $0$745,000$70,000Change: $0Change: +$745,000Change: +$70,000",Carolina Hurricanes ,Future Considerations,Florida Panthers ,Cliff Pu
61,"Feb. 25, 2019","Arizona Coyotes Acquire:Michael Chaput · $0$675,000$275,000 (AHL/JR)Sum: $0$675,000$275,000Change: -$1,750,000Change: -$1,075,000Change: +$275,000","Montreal Canadiens Acquire:Jordan Weal · $1,750,000$1,750,000$1,750,000Sum: $1,750,000$1,750,000$1,750,000Change: +$1,750,000Change: +$1,075,000Change: +$1,750,000",Arizona Coyotes ,Michael Chaput,Montreal Canadiens ,Jordan Weal
62,"Feb. 25, 2019","New York Rangers Acquire:Brendan Lemieux · $839,167$839,167$832,5002019 1st round pick (WPG - #20 - Ville Heinola) [Conditional]*2022 4th round pick (WPG - #111 - Noah Laba) [Conditional]***Conditions: Should the draft lottery render the 2019 NHL first-round selection a top-three pick, the Rangers will receive Winnipeg's 2020 first-round selection instead. *Result: Rangers receive Jets 2019 1st round pick.**Conditions: The pick transfers to the Rangers only if Winnipeg wins the 2018-19 Stanley Cup. **Result: Condition not met. No pick is transferred. Sum: $839,167$839,167$832,500Change: -$4,335,833Change: -$4,335,833Change: +$832,500","Winnipeg Jets Acquire:Kevin Hayes · $5,175,000$5,175,000$5,175,000Sum: $5,175,000$5,175,000$5,175,000Change: +$4,335,833Change: +$4,335,833Change: +$5,175,000",New York Rangers ,Brendan Lemieux,Winnipeg Jets ,Kevin Hayes
63,"Feb. 25, 2019","Columbus Blue Jackets Acquire:Keith Kinkaid · $1,250,000$1,250,000$1,300,000Sum: $1,250,000$1,250,000$1,300,000Change: +$1,250,000Change: +$1,250,000Change: +$1,300,000","New Jersey Devils Acquire:2022 5th round pick (CBJ - #141 - Petr Hauser)Sum: $0$0$0Change: -$1,250,000Change: -$1,250,000Change: -$1,300,000",Columbus Blue Jackets ,Keith Kinkaid,New Jersey Devils ,2022 5th round pick (CBJ - #141 - Petr Hauser)
64,"Feb. 25, 2019","Anaheim Ducks Acquire:Patrick Sieloff · $0$700,000$125,000 (AHL/JR)Sum: $0$700,000$125,000Change: $0Change: -$300,000Change: +$125,000","Ottawa Senators Acquire:Brian Gibbons · $0$1,000,000$1,000,000 (AHL/JR)Sum: $0$1,000,000$1,000,000Change: $0Change: +$300,000Change: +$1,000,000",Anaheim Ducks ,Patrick Sieloff,Ottawa Senators ,Brian Gibbons
65,"Feb. 25, 2019","Detroit Red Wings Acquire:2019 2nd round pick (SJS - #60 - Albert Johansson)2020 3rd round pick (SJS - #65 - Daemon Hunt) [Conditional]**Conditions: The 2020 3rd round pick will upgrade to a 2020 2nd round pick if the Sharks advance to the Stanley Cup Final or if Nyquist re-signs with the Sharks. Result: Condition not met. Detroit receives Sharks 2020 3rd round pickSum: $0$0$0Change: -$3,325,000Change: -$3,325,000Change: $0","San Jose Sharks Acquire:Gustav Nyquist ($1,425,000 retained - 30%) · $3,325,000$3,325,000$0Sum: $3,325,000$3,325,000$0Change: +$3,325,000Change: +$3,325,000Change: -$159,500,000",Detroit Red Wings ,2019 2nd round pick (SJS - #60 - Albert Johansson)2020 3rd round pick (SJS - #65 - Daemon Hunt) [Conditional]**Conditions: The 2020 3rd round pick will upgrade to a 2020 2nd round pick if the Sharks advance to the Stanley Cup Final or if Nyquist re-signs with the Sharks. Result: Condition not met. Detroit receives Sharks 2020 3rd round pick,San Jose Sharks ,"Gustav Nyquist ($1,425,000 retained - 30%)"
66,"Feb. 24, 2019","Nashville Predators Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$787,500Change: $0","Toronto Maple Leafs Acquire:Nicholas Baptiste · $0$787,500$70,000 (AHL/JR)Sum: $0$787,500$70,000Change: $0Change: +$787,500Change: +$70,000",Nashville Predators ,Future Considerations,Toronto Maple Leafs ,Nicholas Baptiste
67,"Feb. 24, 2019","Chicago Blackhawks Acquire:Spencer Watson · $0$705,833$67,500 (AHL/JR)Sum: $0$705,833$67,500Change: $0Change: -$36,667Change: +$67,500","Los Angeles Kings Acquire:Matheson Iacopelli · $0$742,500$70,000 (AHL/JR)Sum: $0$742,500$70,000Change: $0Change: +$36,667Change: +$70,000",Chicago Blackhawks ,Spencer Watson,Los Angeles Kings ,Matheson Iacopelli
68,"Feb. 24, 2019","Anaheim Ducks Acquire:Brendan Guhle · $0$697,500$70,000 (AHL/JR)2019 1st round pick (SJS - #29 - Brayden Tracey) [Conditional]**Conditions: Anaheim will receive the higher of either the San Jose or St. Louis 1st round pick (both owned by Buffalo) based on the final order of selection in the 2019 NHL Draft. Result: Anaheim will receive Sharks 2019 1st round pick.Sum: $0$697,500$70,000Change: -$3,387,500Change: -$2,690,000Change: +$70,000","Buffalo Sabres Acquire:Brandon Montour · $3,387,500$3,387,500$3,250,000Sum: $3,387,500$3,387,500$3,250,000Change: +$3,387,500Change: +$2,690,000Change: +$3,250,000",Anaheim Ducks ,Brendan Guhle,Buffalo Sabres ,Brandon Montour
69,"Feb. 23, 2019","Dallas Stars Acquire:Mats Zuccarello ($1,350,000 retained - 30%) · $3,150,000$3,150,000$0Sum: $3,150,000$3,150,000$0Change: +$3,150,000Change: +$3,150,000Change: -$130,500,000","New York Rangers Acquire:2019 2nd round pick (DAL - #49 - Matthew Robertson) [Conditional]*2020 3rd round pick (DAL - #92 - Oliver Tärnström) [Conditional]***Conditions: Becomes a 2019 1st round pick if the Dallas Stars advance to the third round of the 2019 NHL playoffs and Mats Zuccarello plays in 50% of the games in the first two rounds Result: Condition not met. Rangers receive a 2019 2nd round pick.**Conditions: Becomes a 2020 1st round pick if the Dallas Stars re-sign Zuccarello Result: Zuccarello did not re-sign with Dallas. Rangers receive the 2020 3rd round pick.Sum: $0$0$0Change: -$3,150,000Change: -$3,150,000Change: $0",Dallas Stars ,"Mats Zuccarello ($1,350,000 retained - 30%)",New York Rangers ,2019 2nd round pick (DAL - #49 - Matthew Robertson) [Conditional]*2020 3rd round pick (DAL - #92 - Oliver Tärnström) [Conditional]***Conditions: Becomes a 2019 1st round pick if the Dallas Stars advance to the third round of the 2019 NHL playoffs and Mats Zuccarello plays in 50% of the games in the first two rounds Result: Condition not met. Rangers receive a 2019 2nd round pick.**Conditions: Becomes a 2020 1st round pick if the Dallas Stars re-sign Zuccarello Result: Zuccarello did not re-sign with Dallas. Rangers receive the 2020 3rd round pick.
70,"Feb. 23, 2019","Columbus Blue Jackets Acquire:Ryan Dzingel · $1,800,000$1,800,000$2,100,0002019 7th round pick (CGY - #212 - Tyler Angle)Sum: $1,800,000$1,800,000$2,100,000Change: +$1,150,000Change: +$1,150,000Change: +$2,100,000","Ottawa Senators Acquire:Anthony Duclair · $650,000$650,000$650,0002020 2nd round pick (CBJ - #52 - Joel Blomqvist)2021 2nd round pick (CBJ - #37 - Josh Doan)Sum: $650,000$650,000$650,000Change: -$1,150,000Change: -$1,150,000Change: +$650,000",Columbus Blue Jackets ,Ryan Dzingel,Ottawa Senators ,Anthony Duclair
71,"Feb. 23, 2019","Dallas Stars Acquire:Ben Lovejoy · $2,666,667$2,666,667$2,750,000Sum: $2,666,667$2,666,667$2,750,000Change: +$1,366,667Change: +$1,366,667Change: +$2,750,000","New Jersey Devils Acquire:Connor Carrick · $1,300,000$1,300,000$1,300,0002019 3rd round pick (DAL - #80 - Graeme Clarke)Sum: $1,300,000$1,300,000$1,300,000Change: -$1,366,667Change: -$1,366,667Change: +$1,300,000",Dallas Stars ,Ben Lovejoy,New Jersey Devils ,Connor Carrick
72,"Feb. 22, 2019","Detroit Red Wings Acquire:Madison Bowey · $1,000,000$1,000,000$1,000,0002020 2nd round pick (WSH - #55 - Cross Hanas)Sum: $1,000,000$1,000,000$1,000,000Change: +$187,500Change: +$187,500Change: +$1,000,000","Washington Capitals Acquire:Nick Jensen · $812,500$812,500$825,0002019 5th round pick (BUF - #129 - Arseni Gritsyuk)Sum: $812,500$812,500$825,000Change: -$187,500Change: -$187,500Change: +$825,000",Detroit Red Wings ,Madison Bowey,Washington Capitals ,Nick Jensen
73,"Feb. 22, 2019","Florida Panthers Acquire:Vincent Praplan · $0$925,000$70,000 (AHL/JR)Sum: $0$925,000$70,000Change: $0Change: +$925,000Change: +$70,000","San Jose Sharks Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$925,000Change: $0",Florida Panthers ,Vincent Praplan,San Jose Sharks ,Future Considerations
74,"Feb. 22, 2019","Columbus Blue Jackets Acquire:Matt Duchene · $6,000,000$6,000,000$6,500,000Julius Bergman · $0$714,167$70,000 (AHL/JR)Sum: $6,000,000$6,714,167$6,570,000Change: +$6,000,000Change: +$5,215,001Change: +$6,570,000","Ottawa Senators Acquire:Vitaly Abramov · $0$730,833$70,000 (AHL/JR)Jonathan Davidsson · $0$768,333$732,5002019 1st round pick (CBJ - #19 - Lassi Thomson) [Conditional]*2020 1st round pick (CBJ - #21 - Yegor Chinakhov) [Conditional]***Conditions: If the pick is top 3, the Senators will receive Columbus' 2020 1st round selection instead. Result: The selection is not top 3, Senators will receive Blue Jackets 2019 1st round pick. **Conditions: If Duchene re-signs with the Blue Jackets, Ottawa will receive Columbus' 2020 1st round pick. (If the 2019 pick moves to 2020 as a result of the lottery and Duchene signs with Columbus, the 2020 conditional pick would then move to 2021). If Duchene does not re-sign with Columbus, no pick is exchanged. Result: Duchene did not re-sign with Columbus, no pick is exchanged.Sum: $0$1,499,166$802,500Change: -$6,000,000Change: -$5,215,001Change: +$802,500",Columbus Blue Jackets ,Matt Duchene,Ottawa Senators ,Vitaly Abramov
75,"Feb. 21, 2019","Los Angeles Kings Acquire:2019 3rd round pick (WSH - #87 - Lukas Parik)2020 6th round pick (WSH - #179 - Garin Bjorklund) [Conditional]**Conditions: Washington shall transfer its 2020 6th round pick if Washington wins 2 or more playoff rounds in the 2019 Stanley Cup Playoffs; and Hagelin plays in 50% or more of the combined total number of games played in any 2 of the 2019 playoff rounds. *Result: Condition not met. No pick is transferred. Sum: $0$0$0Change: -$1,875,000Change: -$1,875,000Change: $0","Washington Capitals Acquire:Carl Hagelin ($1,875,000 retained - 50%) · $1,875,000$1,875,000$0Sum: $1,875,000$1,875,000$0Change: +$1,875,000Change: +$1,875,000Change: -$168,406,875",Los Angeles Kings ,2019 3rd round pick (WSH - #87 - Lukas Parik)2020 6th round pick (WSH - #179 - Garin Bjorklund) [Conditional]**Conditions: Washington shall transfer its 2020 6th round pick if Washington wins 2 or more playoff rounds in the 2019 Stanley Cup Playoffs; and Hagelin plays in 50% or more of the combined total number of games played in any 2 of the 2019 playoff rounds. *Result: Condition not met. No pick is transferred. ,Washington Capitals ,"Carl Hagelin ($1,875,000 retained - 50%)"
76,"Feb. 20, 2019","Boston Bruins Acquire:Charlie Coyle · $3,200,000$3,200,000$3,750,000Sum: $3,200,000$3,200,000$3,750,000Change: +$3,200,000Change: +$2,300,000Change: +$3,750,000","Minnesota Wild Acquire:Ryan Donato · $0$900,000$70,000 (AHL/JR)2019 4th round pick (NYR - #99 - Cade Webber) [Conditional]**Conditions: Bruins initially traded their 2019 5th round pick, with the condition that it will upgrade to a 2019 4th round pick (NYR) if they advance to the second round of the playoffs. Result: Boston advanced to the 2nd round of the playoffs, upgrading the 5th round pick to the 4th round pick (NYR)Sum: $0$900,000$70,000Change: -$3,200,000Change: -$2,300,000Change: +$70,000",Boston Bruins ,Charlie Coyle,Minnesota Wild ,Ryan Donato
77,"Feb. 18, 2019","Chicago Blackhawks Acquire:Peter Holland · $0$675,000$700,000 (AHL/JR)Sum: $0$675,000$700,000Change: $0Change: -$55,000Change: +$700,000","New York Rangers Acquire:Darren Raddysh · $0$730,000$70,000 (AHL/JR)Sum: $0$730,000$70,000Change: $0Change: +$55,000Change: +$70,000",Chicago Blackhawks ,Peter Holland,New York Rangers ,Darren Raddysh
78,"Feb. 16, 2019","Edmonton Oilers Acquire:Sam Gagner · $2,125,000$3,150,000$3,500,000 (AHL/JR)Sum: $2,125,000$3,150,000$3,500,000Change: +$50,000Change: +$50,000Change: +$3,500,000","Vancouver Canucks Acquire:Ryan Spooner · $2,075,000$3,100,000$3,100,000 (AHL/JR)Sum: $2,075,000$3,100,000$3,100,000Change: -$50,000Change: -$50,000Change: +$3,100,000",Edmonton Oilers ,Sam Gagner,Vancouver Canucks ,Ryan Spooner
79,"Feb. 16, 2019","Edmonton Oilers Acquire:Anthony Stolarz · $761,250$761,250$761,250Sum: $761,250$761,250$761,250Change: -$3,405,417Change: -$3,405,417Change: +$761,250","Philadelphia Flyers Acquire:Cam Talbot · $4,166,667$4,166,667$4,200,000Sum: $4,166,667$4,166,667$4,200,000Change: +$3,405,417Change: +$3,405,417Change: +$4,200,000",Edmonton Oilers ,Anthony Stolarz,Philadelphia Flyers ,Cam Talbot
80,"Feb. 12, 2019","New York Rangers Acquire:2020 7th round pick (VAN - #206 - Linus Öberg)Sum: $0$0$0Change: $0Change: -$650,000Change: $0","Vancouver Canucks Acquire:Marek Mazanec · $0$650,000$200,000 (AHL/JR)Sum: $0$650,000$200,000Change: $0Change: +$650,000Change: +$200,000",New York Rangers ,2020 7th round pick (VAN - #206 - Linus Öberg),Vancouver Canucks ,Marek Mazanec
81,"Feb. 11, 2019","Columbus Blue Jackets Acquire:2019 7th round pick (PIT - #207 - Valentin Nussbaumer) [Conditional]**Conditions: Pick is transferred to Columbus if Siebenaler plays in 10 games for Pittsburgh *Result: Condition was not met. Pittsburgh retains the 2019 7th round pick.Sum: $0$0$0Change: $0Change: -$695,000Change: $0","Pittsburgh Penguins Acquire:Blake Siebenaler · $0$695,000$70,000 (AHL/JR)Sum: $0$695,000$70,000Change: $0Change: +$695,000Change: +$70,000",Columbus Blue Jackets ,2019 7th round pick (PIT - #207 - Valentin Nussbaumer) [Conditional]**Conditions: Pick is transferred to Columbus if Siebenaler plays in 10 games for Pittsburgh *Result: Condition was not met. Pittsburgh retains the 2019 7th round pick.,Pittsburgh Penguins ,Blake Siebenaler
82,"Feb. 11, 2019","Los Angeles Kings Acquire:2019 4th round pick (CGY - #119 - Kim Nousiainen)Sum: $0$0$0Change: -$1,650,000Change: -$1,650,000Change: $0","Montreal Canadiens Acquire:Nate Thompson · $1,650,000$1,650,000$1,650,0002019 5th round pick (ARI - #138 - Frederik Nissen Dichow)Sum: $1,650,000$1,650,000$1,650,000Change: +$1,650,000Change: +$1,650,000Change: +$1,650,000",Los Angeles Kings ,2019 4th round pick (CGY - #119 - Kim Nousiainen),Montreal Canadiens ,Nate Thompson
83,"Feb. 9, 2019","Montreal Canadiens Acquire:Christian Folin ($150,000 retained - 18.8%) · $650,000$650,000$650,000Dale Weise · $1,325,000$2,350,000$2,350,000 (AHL/JR)Sum: $1,975,000$3,000,000$3,000,000Change: +$900,000Change: +$250,000Change: +$500,000","Philadelphia Flyers Acquire:David Schlemko · $1,075,000$2,100,000$1,850,000 (AHL/JR)Byron Froese · $0$650,000$650,000 (AHL/JR)Sum: $1,075,000$2,750,000$2,500,000Change: -$900,000Change: -$250,000Change: -$500,000",Montreal Canadiens ,"Christian Folin ($150,000 retained - 18.8%)",Philadelphia Flyers ,David Schlemko
84,"Feb. 8, 2019","Arizona Coyotes Acquire:Emil Pettersson · $0$742,500$70,000 (AHL/JR)Sum: $0$742,500$70,000Change: $0Change: -$750,000Change: +$70,000","Nashville Predators Acquire:Laurent Dauphin · $0$787,500$70,000 (AHL/JR)Adam Helewka · $0$705,000$70,000 (AHL/JR)Sum: $0$1,492,500$140,000Change: $0Change: +$750,000Change: +$140,000",Arizona Coyotes ,Emil Pettersson,Nashville Predators ,Laurent Dauphin
85,"Feb. 6, 2019","Nashville Predators Acquire:Cody McLeod · $750,000$750,000$750,000Sum: $750,000$750,000$750,000Change: +$750,000Change: +$750,000Change: +$750,000","New York Rangers Acquire:2020 7th round pick (NSH - #197 - Hugo Ollas)Sum: $0$0$0Change: -$750,000Change: -$750,000Change: $0",Nashville Predators ,Cody McLeod,New York Rangers ,2020 7th round pick (NSH - #197 - Hugo Ollas)
86,"Feb. 6, 2019","Nashville Predators Acquire:Brian Boyle · $2,550,000$2,550,000$2,500,000Sum: $2,550,000$2,550,000$2,500,000Change: +$2,550,000Change: +$2,550,000Change: +$2,500,000","New Jersey Devils Acquire:2019 2nd round pick (NSH - #55 - Dillon Hamaliuk)Sum: $0$0$0Change: -$2,550,000Change: -$2,550,000Change: $0",Nashville Predators ,Brian Boyle,New Jersey Devils ,2019 2nd round pick (NSH - #55 - Dillon Hamaliuk)
87,"Feb. 6, 2019","Colorado Avalanche Acquire:Max McCormick · $0$650,000$650,000 (AHL/JR)Sum: $0$650,000$650,000Change: $0Change: -$115,000Change: +$650,000","Ottawa Senators Acquire:J.C. Beaudin · $0$765,000$70,000 (AHL/JR)Sum: $0$765,000$70,000Change: $0Change: +$115,000Change: +$70,000",Colorado Avalanche ,Max McCormick,Ottawa Senators ,J.C. Beaudin
88,"Feb. 1, 2019","Florida Panthers Acquire:Derick Brassard · $3,000,000$3,000,000$2,100,000Riley Sheahan · $2,100,000$2,100,000$2,100,0002019 2nd round pick (PIT - #52 - Vladislav Kolyachonok)2019 4th round pick (PIT - #114 - Dmitri Voronkov)2019 4th round pick (MIN - #104 - Eric Hjorth)Sum: $5,100,000$5,100,000$4,200,000Change: -$250,000Change: -$250,000Change: +$4,200,000","Pittsburgh Penguins Acquire:Nick Bjugstad · $4,100,000$4,100,000$4,300,000Jared McCann · $1,250,000$1,250,000$1,250,000Sum: $5,350,000$5,350,000$5,550,000Change: +$250,000Change: +$250,000Change: +$5,550,000",Florida Panthers ,Derick Brassard,Pittsburgh Penguins ,Nick Bjugstad
89,"Jan. 30, 2019","Minnesota Wild Acquire:Michael Kapla · $0$874,125$70,000 (AHL/JR)Sum: $0$874,125$70,000Change: $0Change: +$224,125Change: +$70,000","New Jersey Devils Acquire:Ryan Murphy · $0$650,000$275,000 (AHL/JR)Sum: $0$650,000$275,000Change: $0Change: -$224,125Change: +$275,000",Minnesota Wild ,Michael Kapla,New Jersey Devils ,Ryan Murphy
90,"Jan. 28, 2019","Los Angeles Kings Acquire:Carl Grundström · $0$925,000$70,000 (AHL/JR)Sean Durzi · $0$0$0 (Signing Rights)2019 1st round pick (TOR - #22 - Tobias Björnfot)Sum: $0$925,000$70,000Change: -$4,000,000Change: -$3,075,000Change: +$70,000","Toronto Maple Leafs Acquire:Jake Muzzin · $4,000,000$4,000,000$4,450,000Sum: $4,000,000$4,000,000$4,450,000Change: +$4,000,000Change: +$3,075,000Change: +$4,450,000",Los Angeles Kings ,Carl Grundström,Toronto Maple Leafs ,Jake Muzzin
91,"Jan. 28, 2019","Dallas Stars Acquire:Jamie Oleksiak · $2,137,500$2,137,500$1,950,000Sum: $2,137,500$2,137,500$1,950,000Change: +$2,137,500Change: +$2,137,500Change: +$1,950,000","Pittsburgh Penguins Acquire:2019 4th round pick (MIN - #104 - Eric Hjorth)Sum: $0$0$0Change: -$2,137,500Change: -$2,137,500Change: $0",Dallas Stars ,Jamie Oleksiak,Pittsburgh Penguins ,2019 4th round pick (MIN - #104 - Eric Hjorth)
92,"Jan. 24, 2019",Chicago Blackhawks Acquire:Dominik Kubalik · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Los Angeles Kings Acquire:2019 5th round pick (ARI - #138 - Frederik Nissen Dichow)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks ,Dominik Kubalik,Los Angeles Kings ,2019 5th round pick (ARI - #138 - Frederik Nissen Dichow)
93,"Jan. 21, 2019","Minnesota Wild Acquire:Brad Hunt · $650,000$650,000$650,0002019 6th round pick (VGK - #172 - Nikita Nesterenko)Sum: $650,000$650,000$650,000Change: +$650,000Change: +$650,000Change: +$650,000","Vegas Golden Knights Acquire:2019 5th round pick (MIN - #135 - Isaiah Saville) [Conditional]**Conditions: Minnesota agreed to trade Vegas the better pick between Minnesota's own 2019 fifth round draft pick and Washington's 2019 fifth round pick (previously acquired by Minnesota) Result: Vegas will receive Minnesota's 2019 5th round pick.Sum: $0$0$0Change: -$650,000Change: -$650,000Change: $0",Minnesota Wild ,Brad Hunt,Vegas Golden Knights ,2019 5th round pick (MIN - #135 - Isaiah Saville) [Conditional]**Conditions: Minnesota agreed to trade Vegas the better pick between Minnesota's own 2019 fifth round draft pick and Washington's 2019 fifth round pick (previously acquired by Minnesota) Result: Vegas will receive Minnesota's 2019 5th round pick.
94,"Jan. 17, 2019","Buffalo Sabres Acquire:Taylor Leier · $0$720,000$720,000 (AHL/JR)Sum: $0$720,000$720,000Change: $0Change: +$5,000Change: +$720,000","Philadelphia Flyers Acquire:Justin Bailey · $0$715,000$70,000 (AHL/JR)Sum: $0$715,000$70,000Change: $0Change: -$5,000Change: +$70,000",Buffalo Sabres ,Taylor Leier,Philadelphia Flyers ,Justin Bailey
95,"Jan. 17, 2019","Carolina Hurricanes Acquire:Nino Niederreiter · $5,250,000$5,250,000$6,075,000Sum: $5,250,000$5,250,000$6,075,000Change: +$1,250,000Change: +$1,250,000Change: +$6,075,000","Minnesota Wild Acquire:Victor Rask · $4,000,000$4,000,000$4,000,000Sum: $4,000,000$4,000,000$4,000,000Change: -$1,250,000Change: -$1,250,000Change: +$4,000,000",Carolina Hurricanes ,Nino Niederreiter,Minnesota Wild ,Victor Rask
96,"Jan. 17, 2019","Anaheim Ducks Acquire:Michael Del Zotto ($750,000 retained - 25%) · $2,250,000$2,250,000$0Sum: $2,250,000$2,250,000$0Change: +$2,250,000Change: +$1,450,000Change: -$72,000,000","Vancouver Canucks Acquire:Luke Schenn · $0$800,000$800,000 (AHL/JR)2020 7th round pick (ANA - #191 - Viktor Persson)Sum: $0$800,000$800,000Change: -$2,250,000Change: -$1,450,000Change: +$800,000",Anaheim Ducks ,"Michael Del Zotto ($750,000 retained - 25%)",Vancouver Canucks ,Luke Schenn
97,"Jan. 17, 2019","Anaheim Ducks Acquire:Derek Grant · $650,000$650,000$650,000Sum: $650,000$650,000$650,000Change: +$650,000Change: -$30,000Change: +$650,000","Pittsburgh Penguins Acquire:Joseph Blandisi · $0$680,000$135,000 (AHL/JR)Sum: $0$680,000$135,000Change: -$650,000Change: +$30,000Change: +$135,000",Anaheim Ducks ,Derek Grant,Pittsburgh Penguins ,Joseph Blandisi
