,Unnamed: 0,PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,SIGNING TEAM,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
121,21,Esa Lindell,DAL,26,23-May-94,Finland,215 lbs - 98 kg,"6'3"" - 191 cm",LD,Left,74 - Round 3 - 2012 (DAL),,,,56,5,11,16,0.29,11,100,0.05,23:10,4.08,100,184,137,0.19,4.62,8.5,6.33,581,622,48.3,1074,1231,46.59,796,910,46.66,47.04,55.43,45.91,,,,,,,,,DAL,Standard (1-way),✔,16-May-19,25,✔,,,6,RFA,UFA,2025,"$5,800,000 ",7.30%,"$5,800,000 ","$4,800,000 ","$4,800,000 ","$4,800,000 ",$0 ,$0 
122,22,Jonathan Quick,NYR,34,"Jan. 21, 1986",United States,216 lbs - 98 kg,"6'1"" - 185 cm",G,Left,72 - Round 3 - 2005 (LAK),,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,2,2.86,0.898,2.86,2.69,-0.16,LAK,Standard (1-way),✔,"Jul. 1, 2012",27,,,,10,UFA,UFA,2023,"$5,800,000 ",9.70%,"$5,800,000 ","$3,500,000 ","$3,500,000 ","$3,500,000 ",$0 ,$0 
123,23,James Neal,,32,"Sep. 3, 1987",Canada,212 lbs - 96 kg,"6'3"" - 191 cm","RW, LW",Left,33 - Round 2 - 2005 (DAL),,,,29,5,5,10,0.34,-2,51,0.1,12:06,4.15,48,84,63,0.77,8.93,15.63,11.72,181,143,55.86,331,254,56.58,243,193,55.73,16.07,10.19,61.19,,,,,,,,,CGY,Standard (1-way),,"Jul. 2, 2018",30,,,,5,UFA,UFA,2023,"$5,750,000 ",7.20%,"$5,750,000 ","$5,750,000 ","$5,750,000 ","$5,750,000 ",$0 ,$0 
124,24,Martin Jones,TOR,30,"Jan. 10, 1990",Canada,190 lbs - 86 kg,"6'4"" - 193 cm",G,Left,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,1,3.28,0.896,3.28,2.83,-0.45,SJS,Standard (1-way),✔,"Jul. 1, 2017",28,,,M-NTC,6,UFA,UFA,2024,"$5,750,000 ",7.70%,"$5,750,000 ","$6,000,000 ","$4,500,000 ","$6,000,000 ","$1,500,000 ",$0 
125,25,T.J. Oshie,WSH,33,"Dec. 23, 1986",United States,195 lbs - 88 kg,"6'0"" - 183 cm",RW,Right,24 - Round 1 - 2005 (STL),,,,53,22,21,43,0.81,-3,106,0.21,18:03,13.82,106,170,136,0.87,6.64,10.65,8.52,521,406,56.2,980,718,57.71,740,549,57.41,52.92,36.17,59.4,,,,,,,,,WSH,Standard (1-way),✔,"Jun. 23, 2017",30,,,M-NTC,8,UFA,UFA,2025,"$5,750,000 ",7.70%,"$5,750,000 ","$4,500,000 ","$2,500,000 ","$4,500,000 ","$2,000,000 ",$0 
126,26,Dougie Hamilton,NJD,27,"Jun. 17, 1993",Canada,229 lbs - 104 kg,"6'6"" - 198 cm",RD,Right,9 - Round 1 - 2011 (BOS),,,,55,10,32,42,0.76,20,180,0.06,22:43,9.36,180,362,253,0.45,8.64,17.38,12.15,787,568,58.08,1466,1012,59.16,1112,783,58.68,86.71,55.15,61.12,,,,,,,,,CGY,Standard (1-way),✔,"Jun. 30, 2015",22,,,,6,RFA,UFA,2021,"$5,750,000 ",8.10%,"$5,750,000 ","$6,000,000 ","$6,000,000 ","$6,000,000 ",$0 ,$0 
127,27,Travis Zajac,,35,13-May-85,Canada,185 lbs - 84 kg,"6'2"" - 188 cm",C,Right,20 - Round 1 - 2004 (NJD),,,,46,8,12,20,0.43,-1,50,0.16,16:25,5.37,50,93,70,0.43,3.97,7.39,5.56,321,447,41.8,602,728,45.26,444,586,43.11,26.24,45.16,36.75,,,,,,,,,NJD,Standard (1-way),✔,"Jan. 16, 2013",27,,,NTC,8,UFA,UFA,2021,"$5,750,000 ",8.90%,"$5,750,000 ","$5,750,000 ","$5,750,000 ","$5,750,000 ",$0 ,$0 
128,28,Anthony Mantha,VGK,25,"Sep. 16, 1994",Canada,234 lbs - 106 kg,"6'5"" - 196 cm","LW, RW",Left,20 - Round 1 - 2013 (DET),,,,56,15,14,29,0.52,-14,138,0.11,18:07,11.42,134,232,182,0.69,8.07,13.98,10.97,545,437,55.5,970,763,55.97,749,608,55.2,49.43,42.47,53.79,,,,,,,,,DET,Standard (1-way),,"Nov. 3, 2020",25,✔,,,4,RFA,UFA,2024,"$5,700,000 ",7.00%,"$5,700,000 ","$4,500,000 ","$4,200,000 ","$4,500,000 ","$300,000 ",$0 
129,29,Marc Staal,PHI,33,"Jan. 13, 1987",Canada,209 lbs - 95 kg,"6'4"" - 193 cm",LD,Left,12 - Round 1 - 2005 (NYR),,,,56,3,7,10,0.18,-5,53,0.06,18:24,3.01,53,99,72,0.18,3.08,5.76,4.19,401,597,40.18,692,1027,40.26,536,801,40.09,33.15,50.75,39.51,,,,,,,,,NYR,Standard (1-way),✔,"Jan. 18, 2015",28,,,NMC,6,UFA,UFA,2021,"$5,700,000 ",8.30%,"$5,700,000 ","$4,200,000 ","$3,200,000 ","$4,200,000 ","$1,000,000 ",$0 
130,30,Jake Muzzin,,31,"Feb. 21, 1989",Canada,217 lbs - 98 kg,"6'3"" - 191 cm",LD,Left,141 - Round 5 - 2007 (PIT),,,,53,4,23,27,0.51,21,103,0.04,21:34,3.61,97,184,127,0.2,5.27,9.99,6.9,527,540,49.39,944,1032,47.77,710,749,48.66,50.53,48.37,51.09,,,,,,,,,TOR,Standard (1-way),✔,"Feb. 24, 2020",31,,,NMC,4,UFA,UFA,2024,"$5,625,000 ",6.90%,"$5,625,000 ","$8,000,000 ","$700,000 ","$8,000,000 ","$7,300,000 ",$0 
131,31,Tomas Hertl,VGK,26,"Nov. 12, 1993",Czech Republic,215 lbs - 98 kg,"6'2"" - 188 cm",C,Left,17 - Round 1 - 2012 (SJS),,,,50,19,24,43,0.86,1,112,0.17,19:08,17.14,111,189,153,1.1,7.09,12.08,9.77,565,442,56.11,1000,840,54.35,757,630,54.58,58.87,42.55,58.05,,,,,,,,,SJS,Standard (1-way),,"Jul. 2, 2018",24,✔,,M-NTC,4,RFA,UFA,2022,"$5,625,000 ",7.10%,"$5,625,000 ","$4,750,000 ","$2,750,000 ","$4,750,000 ","$2,000,000 ",$0 
132,32,Darnell Nurse,EDM,25,"Feb. 4, 1995",Canada,221 lbs - 100 kg,"6'4"" - 193 cm",LD,Left,7 - Round 1 - 2013 (EDM),,,,56,16,20,36,0.64,27,154,0.1,25:37:00,7.06,150,280,201,0.31,6.48,12.1,8.68,773,832,48.16,1327,1400,48.66,1029,1099,48.36,75.87,74.43,50.48,,,,,,,,,EDM,Standard (1-way),✔,"Feb. 10, 2020",25,✔,,,2,RFA,UFA,2022,"$5,600,000 ",6.90%,"$5,600,000 ","$5,600,000 ","$5,600,000 ","$5,600,000 ",$0 ,$0 
133,33,Gabriel Landeskog,COL,27,"Nov. 23, 1992",Sweden,215 lbs - 98 kg,"6'1"" - 185 cm","LW, C",Left,2 - Round 1 - 2011 (COL),,,,54,20,32,52,0.96,14,155,0.13,19:57,20.47,148,261,210,1.18,8.5,14.99,12.06,742,353,67.76,1375,623,68.81,1018,481,67.91,80.52,30.9,72.27,,,,,,,,,COL,Standard (1-way),✔,"Aug. 16, 2013",20,,,M-NTC,7,RFA,UFA,2021,"$5,571,429 ",8.70%,"$5,571,429 ","$6,500,000 ","$6,500,000 ","$6,500,000 ",$0 ,$0 
134,34,Duncan Keith,,36,"Jul. 16, 1983",Canada,192 lbs - 87 kg,"6'1"" - 185 cm",LD,Left,54 - Round 2 - 2002 (CHI),,,,54,4,11,15,0.28,-13,110,0.04,23:24,4.3,110,199,134,0.2,5.22,9.44,6.36,658,783,45.66,1076,1295,45.38,803,1020,44.05,57.69,77.2,42.77,,,,,,,,,CHI,Standard (1-way),✔,"Dec. 3, 2009",26,✔,,NMC,13,RFA,UFA,2023,"$5,538,462 ",9.80%,"$5,538,462 ","$2,650,000 ","$2,650,000 ","$2,650,000 ",$0 ,$0 
135,35,Josh Anderson,MTL,26,7-May-94,Canada,227 lbs - 103 kg,"6'3"" - 191 cm","RW, LW",Right,95 - Round 4 - 2012 (CBJ),,,,52,17,7,24,0.46,-10,125,0.14,16:25,13.43,125,218,183,0.94,8.77,15.32,12.86,436,363,54.57,831,666,55.51,614,499,55.17,38.19,32.78,53.81,,,,,,,,,MTL,Standard (1-way),✔,"Oct. 8, 2020",26,✔,,,7,RFA,UFA,2027,"$5,500,000 ",6.70%,"$5,500,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",$0 ,$0 
136,36,Travis Konecny,PHI,23,"Mar. 11, 1997",Canada,175 lbs - 79 kg,"5'10"" - 178 cm","RW, LW",Right,24 - Round 1 - 2015 (PHI),,,,50,11,23,34,0.68,-5,100,0.11,15:53,10.39,100,191,146,0.78,7.55,14.42,11.02,444,355,55.57,866,590,59.48,630,462,57.69,39.13,29.78,56.78,,,,,,,,,PHI,Standard (1-way),,"Sep. 16, 2019",22,,,,6,RFA,UFA,2025,"$5,500,000 ",6.70%,"$5,500,000 ","$5,000,000 ","$3,000,000 ","$5,000,000 ","$2,000,000 ",$0 
137,37,Anton Strålman,,33,"Aug. 1, 1986",Sweden,186 lbs - 84 kg,"5'11"" - 180 cm",RD,Right,216 - Round 7 - 2005 (TOR),,,,38,3,6,9,0.24,-1,38,0.08,18:56,1.81,38,80,55,0.15,3.17,6.67,4.58,358,405,46.92,605,671,47.41,467,532,46.75,32.79,33.27,49.64,,,,,,,,,FLA,Standard (1-way),,"Jul. 1, 2019",32,,,M-NTC,3,UFA,UFA,2022,"$5,500,000 ",6.70%,"$5,500,000 ","$5,500,000 ","$4,500,000 ","$5,500,000 ","$1,000,000 ",$0 
138,38,Jordan Eberle,SEA,30,15-May-90,Canada,187 lbs - 85 kg,"5'11"" - 180 cm",RW,Right,22 - Round 1 - 2008 (EDM),,,,55,16,17,33,0.6,9,128,0.13,16:45,15.21,128,203,173,0.99,8.33,13.22,11.26,575,373,60.65,990,671,59.6,764,496,60.63,53.64,33.96,61.23,,,,,,,,,NYI,Standard (1-way),✔,"Jun. 14, 2019",29,,,NTC,5,UFA,UFA,2024,"$5,500,000 ",6.90%,"$5,500,000 ","$4,750,000 ","$4,750,000 ","$4,750,000 ",$0 ,$0 
139,39,Jason Zucker,NSH,28,"Jan. 16, 1992",United States,192 lbs - 87 kg,"5'11"" - 180 cm","LW, RW",Left,59 - Round 2 - 2010 (MIN),,,,38,9,9,18,0.47,-8,67,0.13,15:41,7.22,67,119,95,0.73,6.74,11.98,9.56,296,270,52.3,533,461,53.62,402,349,53.53,23.71,25.16,48.52,,,,,,,,,MIN,Standard (1-way),,"Jul. 25, 2018",26,✔,✔,M-NTC,5,RFA,UFA,2023,"$5,500,000 ",6.90%,"$5,500,000 ","$4,800,000 ","$4,800,000 ","$4,800,000 ",$0 ,$0 
140,40,Bo Horvat,NYI,25,"Apr. 5, 1995",Canada,215 lbs - 98 kg,"6'0"" - 183 cm",C,Left,9 - Round 1 - 2013 (VAN),,,,56,19,20,39,0.7,-6,131,0.15,19:53,14.67,114,204,161,0.89,6.91,12.36,9.75,579,489,54.21,1112,878,55.88,810,651,55.44,57.12,49.8,53.42,,,,,,,,,VAN,Standard (1-way),,"Sep. 8, 2017",22,,,,6,RFA,UFA,2023,"$5,500,000 ",7.30%,"$5,500,000 ","$3,500,000 ","$3,500,000 ","$3,500,000 ",$0 ,$0 
141,41,Colton Parayko,STL,27,12-May-93,Canada,230 lbs - 104 kg,"6'6"" - 198 cm",RD,Right,86 - Round 3 - 2012 (STL),,,,32,2,10,12,0.38,-2,60,0.03,21:19,2.19,58,114,77,0.2,5.28,10.37,7.01,293,360,44.87,501,665,42.97,377,487,43.63,21.78,32.89,39.84,,,,,,,,,STL,Standard (1-way),,"Jul. 20, 2017",24,✔,✔,,5,RFA,UFA,2022,"$5,500,000 ",7.30%,"$5,500,000 ","$3,350,000 ","$3,350,000 ","$3,350,000 ",$0 ,$0 
142,42,Jonathan Drouin,COL,25,"Mar. 28, 1995",Canada,203 lbs - 92 kg,"6'0"" - 183 cm","LW, RW",Left,3 - Round 1 - 2013 (TBL),,,,44,2,21,23,0.52,-8,76,0.03,16:05,6.61,76,121,96,0.56,6.44,10.25,8.14,416,305,57.7,753,539,58.28,565,415,57.65,38.79,28.65,57.52,,,,,,,,,MTL,Standard (1-way),✔,"Jun. 15, 2017",22,,,,6,RFA,UFA,2023,"$5,500,000 ",7.50%,"$5,500,000 ","$4,500,000 ","$2,500,000 ","$4,500,000 ","$2,000,000 ",$0 
143,43,Nick Leddy,STL,29,"Mar. 20, 1991",United States,207 lbs - 94 kg,"6'0"" - 183 cm",LD,Left,16 - Round 1 - 2009 (MIN),,,,56,2,29,31,0.55,-3,79,0.03,21:35,3.9,79,146,106,0.19,3.92,7.25,5.26,599,529,53.1,1037,1018,50.46,805,764,51.31,58.23,44.67,56.59,,,,,,,,,NYI,Standard (1-way),✔,"Feb. 24, 2015",23,✔,,,7,RFA,UFA,2022,"$5,500,000 ",8.00%,"$5,500,000 ","$6,500,000 ","$6,500,000 ","$6,500,000 ",$0 ,$0 
144,44,Jeff Petry,DET,32,"Dec. 9, 1987",United States,209 lbs - 95 kg,"6'3"" - 191 cm",RD,Right,45 - Round 2 - 2006 (EDM),,,,55,12,30,42,0.76,6,128,0.09,22:44,6.25,128,259,171,0.3,6.14,12.43,8.19,688,569,54.73,1263,1008,55.61,951,787,54.72,60.84,60.97,49.95,,,,,,,,,MTL,Standard (1-way),✔,"Jun. 2, 2015",27,,,"M-NTC, NMC",6,UFA,UFA,2021,"$5,500,000 ",8.00%,"$5,500,000 ","$4,000,000 ","$3,000,000 ","$4,000,000 ","$1,000,000 ",$0 
145,45,Nick Foligno,CHI,32,"Oct. 31, 1987",United States,208 lbs - 94 kg,"6'0"" - 183 cm","LW, C, RW",Left,28 - Round 1 - 2006 (OTT),,,,49,7,13,20,0.41,2,81,0.09,17:46,8.15,78,118,103,0.57,5.59,8.46,7.38,403,401,50.12,677,766,46.92,531,559,48.72,32.97,38.51,46.12,,,,,,,,,CBJ,Standard (1-way),✔,"Dec. 31, 2014",27,,,"M-NTC, NMC",6,UFA,UFA,2021,"$5,500,000 ",8.00%,"$5,500,000 ","$5,500,000 ","$5,500,000 ","$5,500,000 ",$0 ,$0 
146,46,Alex Goligoski,MIN,34,"Jul. 30, 1985",United States,185 lbs - 84 kg,"5'11"" - 180 cm",LD/RD,Left,61 - Round 2 - 2004 (PIT),,,,56,3,19,22,0.39,2,72,0.04,23:00,2.98,72,157,94,0.14,3.35,7.31,4.38,553,705,43.96,1056,1322,44.41,782,981,44.36,50.64,71.84,41.34,,,,,,,,,ARI,Standard (1-way),✔,"Jun. 21, 2016",30,,,M-NTC,5,UFA,UFA,2021,"$5,475,000 ",7.50%,"$5,475,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",$0 ,$0 
147,47,Teuvo Teräväinen,CAR,25,"Sep. 11, 1994",Finland,191 lbs - 87 kg,"5'11"" - 180 cm","LW, RW",Left,18 - Round 1 - 2012 (CHI),,,,21,5,10,15,0.71,5,49,0.1,16:26,5.65,49,84,61,0.98,8.52,14.6,10.6,209,164,56.03,385,276,58.25,288,217,57.03,23.68,17.92,56.92,,,,,,,,,CAR,Standard (1-way),✔,"Jan. 21, 2019",24,✔,,,5,RFA,UFA,2024,"$5,400,000 ",6.80%,"$5,400,000 ","$4,250,000 ","$4,250,000 ","$4,250,000 ",$0 ,$0 
148,48,Rasmus Ristolainen,PHI,25,"Oct. 27, 1994",Finland,220 lbs - 100 kg,"6'4"" - 193 cm",RD,Right,8 - Round 1 - 2013 (BUF),,,,49,4,14,18,0.37,-18,73,0.05,22:17,4.36,73,153,111,0.24,4.01,8.42,6.11,431,667,39.25,792,1099,41.88,616,897,40.71,41.54,60.03,40.9,,,,,,,,,BUF,Standard (1-way),,"Oct. 11, 2016",21,,,,6,RFA,UFA,2022,"$5,400,000 ",7.40%,"$5,400,000 ","$5,400,000 ","$4,400,000 ","$5,400,000 ","$1,000,000 ",$0 
149,49,Seth Jones,CHI,25,"Oct. 3, 1994",United States,209 lbs - 95 kg,"6'4"" - 193 cm",RD,Right,4 - Round 1 - 2013 (NSH),,,,56,5,23,28,0.5,-18,141,0.04,25:13:00,6.39,141,256,183,0.27,5.99,10.87,7.77,710,778,47.72,1233,1343,47.86,943,1032,47.75,53.66,73.53,42.19,,,,,,,,,CBJ,Standard (1-way),✔,"Jun. 29, 2016",21,,,M-NTC,6,RFA,UFA,2022,"$5,400,000 ",7.40%,"$5,400,000 ","$5,400,000 ","$5,400,000 ","$5,400,000 ",$0 ,$0 
150,0,Mikael Backlund,CGY,31,"Mar. 17, 1989",Sweden,200 lbs - 91 kg,"6'0"" - 183 cm",C,Left,24 - Round 1 - 2007 (CGY),,,,54,9,23,32,0.59,-7,144,0.06,17:35,12.37,133,229,177,0.85,9.15,15.76,12.18,435,403,51.91,807,764,51.37,617,585,51.33,40.13,44.48,47.43,,,,,,,,,CGY,Standard (1-way),✔,"Feb. 16, 2018",29,,,NTC,6,UFA,UFA,2024,"$5,350,000 ",7.10%,"$5,350,000 ","$4,350,000 ","$4,350,000 ","$4,350,000 ",$0 ,$0 
151,1,Mika Zibanejad,NYR,27,"Apr. 18, 1993",Sweden,208 lbs - 94 kg,"6'2"" - 188 cm",C,Right,6 - Round 1 - 2011 (OTT),,,,56,24,26,50,0.89,2,171,0.14,20:06,21.26,171,316,250,1.12,9.11,16.84,13.33,579,532,52.12,1085,984,52.44,830,744,52.73,66.12,53.11,55.46,,,,,,,,,NYR,Standard (1-way),,"Jul. 25, 2017",24,✔,✔,NMC,5,RFA,UFA,2022,"$5,350,000 ",7.10%,"$5,350,000 ","$5,150,000 ","$2,650,000 ","$5,150,000 ","$2,500,000 ",$0 
152,2,Jaden Schwartz,SEA,28,"Jun. 25, 1992",Canada,190 lbs - 86 kg,"5'10"" - 178 cm",LW,Left,14 - Round 1 - 2010 (STL),,,,40,8,13,21,0.53,2,71,0.11,17:42,6.56,68,121,93,0.56,5.89,10.47,8.05,355,314,53.06,651,602,51.96,469,443,51.43,30.87,31.39,49.58,,,,,,,,,STL,Standard (1-way),,"Jul. 15, 2016",24,✔,✔,M-NTC,5,RFA,UFA,2021,"$5,350,000 ",7.30%,"$5,350,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",$0 ,$0 
153,3,Max Domi,TOR,25,"Mar. 2, 1995",Canada,208 lbs - 94 kg,"5'10"" - 178 cm","C, RW",Left,12 - Round 1 - 2013 (ARI),,,,54,9,15,24,0.44,-18,99,0.09,15:13,6.88,99,153,118,0.5,7.23,11.17,8.61,416,432,49.06,722,737,49.49,557,568,49.51,32.75,38.36,46.06,,,,,,,,,CBJ,Standard (1-way),✔,"Oct. 7, 2020",25,✔,,,2,RFA,UFA,2022,"$5,300,000 ",6.50%,"$5,300,000 ","$4,600,000 ","$4,600,000 ","$4,600,000 ",$0 ,$0 
154,4,Patric Hörnqvist,,33,"Jan. 1, 1987",Sweden,189 lbs - 86 kg,"5'11"" - 180 cm",RW,Right,230 - Round 7 - 2005 (NSH),,,,44,14,18,32,0.73,-3,145,0.1,16:47,16.29,145,200,180,1.32,11.78,16.25,14.63,514,282,64.56,865,473,64.65,666,370,64.29,48.12,27.87,63.32,,,,,,,,,PIT,Standard (1-way),✔,"Feb. 26, 2018",31,,,NTC,5,UFA,UFA,2023,"$5,300,000 ",7.10%,"$5,300,000 ","$5,300,000 ","$5,300,000 ","$5,300,000 ",$0 ,$0 
155,5,Tomas Tatar,SEA,29,"Dec. 1, 1990",Slovakia,183 lbs - 83 kg,"5'10"" - 178 cm","LW, RW",Left,60 - Round 2 - 2009 (DET),,,,50,10,20,30,0.6,0,82,0.12,14:59,9.49,80,139,103,0.78,6.54,11.37,8.43,457,261,63.65,846,508,62.48,622,378,62.2,40.98,24.21,62.86,,,,,,,,,DET,Standard (1-way),,"Jul. 21, 2017",26,✔,✔,,4,RFA,UFA,2021,"$5,300,000 ",7.10%,"$5,300,000 ","$4,200,000 ","$3,200,000 ","$4,200,000 ","$1,000,000 ",$0 
156,6,Ondrej Palat,NJD,29,"Mar. 28, 1991",Czech Republic,194 lbs - 88 kg,"5'11"" - 180 cm","LW, RW",Left,208 - Round 7 - 2011 (TBL),,,,55,15,31,46,0.84,1,111,0.14,17:27,14.11,111,190,148,0.88,6.94,11.87,9.25,549,398,57.97,1002,689,59.25,761,511,59.83,58.69,34.89,62.72,,,,,,,,,TBL,Standard (1-way),,"Jul. 14, 2017",26,✔,✔,NTC,5,RFA,UFA,2022,"$5,300,000 ",7.10%,"$5,300,000 ","$3,445,000 ","$3,445,000 ","$3,445,000 ",$0 ,$0 
157,7,Jaccob Slavin,CAR,26,1-May-94,United States,207 lbs - 94 kg,"6'3"" - 191 cm",LD,Left,120 - Round 4 - 2012 (CAR),,,,52,3,12,15,0.29,22,101,0.03,22:58,4.94,101,215,149,0.25,5.07,10.79,7.48,641,606,51.4,1135,1103,50.71,874,843,50.9,66.91,59.89,52.77,,,,,,,,,CAR,Standard (1-way),✔,"Jul. 12, 2017",24,✔,,,7,RFA,UFA,2025,"$5,300,000 ",7.10%,"$5,300,000 ","$3,900,000 ","$3,900,000 ","$3,900,000 ",$0 ,$0 
158,8,Jeff Carter,,35,"Jan. 1, 1985",Canada,219 lbs - 99 kg,"6'3"" - 191 cm","RW, C",Right,11 - Round 1 - 2003 (PHI),,,,54,17,13,30,0.56,3,154,0.11,16:33,14.55,154,226,189,0.98,10.33,15.16,12.68,470,451,51.03,811,778,51.04,614,596,50.74,45.37,45.46,49.95,,,,,,,,,PHI,Standard (1-way),✔,"Nov. 13, 2010",25,✔,,,11,RFA,UFA,2022,"$5,272,727 ",8.90%,"$5,272,727 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",$0 ,$0 
159,9,Charlie Coyle,BOS,28,"Mar. 2, 1992",United States,220 lbs - 100 kg,"6'3"" - 191 cm","C, RW",Right,28 - Round 1 - 2010 (SJS),,,,51,6,10,16,0.31,-4,79,0.08,16:17,6.41,79,127,107,0.46,5.71,9.17,7.73,378,414,47.73,658,745,46.9,520,573,47.58,28.34,35.77,44.21,,,,,,,,,BOS,Standard (1-way),✔,"Nov. 27, 2019",28,,,"M-NTC, NMC",6,UFA,UFA,2026,"$5,250,000 ",6.40%,"$5,250,000 ","$8,000,000 ","$8,000,000 ","$8,000,000 ",$0 ,$0 
160,10,Jakob Silfverberg,,29,"Oct. 13, 1990",Sweden,210 lbs - 95 kg,"6'1"" - 185 cm","RW, LW",Right,39 - Round 2 - 2009 (OTT),,,,47,8,8,16,0.34,-17,91,0.09,16:56,8.19,91,172,136,0.62,6.86,12.96,10.25,362,410,46.89,725,701,50.84,537,544,49.68,32.99,38.93,45.87,,,,,,,,,ANA,Standard (1-way),✔,"Mar. 1, 2019",28,,,M-NTC,5,UFA,UFA,2024,"$5,250,000 ",6.60%,"$5,250,000 ","$5,250,000 ","$5,250,000 ","$5,250,000 ",$0 ,$0 
161,11,Brady Skjei,CAR,26,"Mar. 26, 1994",United States,210 lbs - 95 kg,"6'3"" - 191 cm",LD,Left,28 - Round 1 - 2012 (NYR),,,,52,3,7,10,0.19,6,104,0.03,20:43,4.24,104,179,136,0.24,5.79,9.96,7.57,487,528,47.98,878,936,48.4,680,717,48.68,46.18,49.72,48.15,,,,,,,,,NYR,Standard (1-way),,"Jul. 28, 2018",24,✔,✔,,6,RFA,UFA,2024,"$5,250,000 ",6.60%,"$5,250,000 ","$4,200,000 ","$4,200,000 ","$4,200,000 ",$0 ,$0 
162,12,J.T. Miller,VAN,27,"Mar. 14, 1993",United States,218 lbs - 99 kg,"6'1"" - 185 cm","C, LW, RW",Left,15 - Round 1 - 2011 (NYR),,,,53,15,31,46,0.87,-7,106,0.14,20:57,11.7,95,180,145,0.71,5.74,10.88,8.76,496,505,49.55,973,880,52.51,728,674,51.93,55.43,55.82,49.82,,,,,,,,,TBL,Standard (1-way),✔,"Jun. 26, 2018",25,✔,,,5,RFA,UFA,2023,"$5,250,000 ",6.60%,"$5,250,000 ","$4,500,000 ","$4,500,000 ","$4,500,000 ",$0 ,$0 
163,13,Nino Niederreiter,WPG,27,"Sep. 8, 1992",Switzerland,218 lbs - 99 kg,"6'2"" - 188 cm","LW, RW",Left,5 - Round 1 - 2010 (NYI),,,,56,20,14,34,0.61,20,126,0.16,15:43,18.61,126,205,167,1.27,8.59,13.97,11.38,507,355,58.82,930,653,58.75,707,500,58.57,51.3,32.21,61.43,,,,,,,,,MIN,Standard (1-way),,"Jul. 30, 2017",24,✔,✔,,5,RFA,UFA,2022,"$5,250,000 ",7.00%,"$5,250,000 ","$4,250,000 ","$4,250,000 ","$4,250,000 ",$0 ,$0 
164,14,Frans Nielsen,,36,"Apr. 24, 1984",Denmark,186 lbs - 84 kg,"6'1"" - 185 cm","C, LW",Left,87 - Round 3 - 2002 (NYI),,,,29,1,5,6,0.21,-3,24,0.04,12:08,2.77,24,37,34,0.47,4.09,6.31,5.8,142,191,42.64,219,341,39.11,176,257,40.65,10.49,16.82,38.4,,,,,,,,,DET,Standard (1-way),,"Jul. 1, 2016",32,,,M-NTC,6,UFA,UFA,2022,"$5,250,000 ",7.20%,"$5,250,000 ","$5,000,000 ","$2,500,000 ","$5,000,000 ","$2,500,000 ",$0 
165,15,Hampus Lindholm,BOS,26,"Jan. 20, 1994",Sweden,208 lbs - 94 kg,"6'3"" - 191 cm",LD,Left,6 - Round 1 - 2012 (ANA),,,,18,2,4,6,0.33,-1,29,0.07,22:01,2.31,29,68,49,0.35,4.38,10.29,7.41,193,167,53.61,361,374,49.12,276,256,51.88,17.66,15.94,52.56,,,,,,,,,ANA,Standard (1-way),,"Oct. 27, 2016",22,,,,6,RFA,UFA,2022,"$5,205,556 ",7.10%,"$5,205,556 ","$3,750,000 ","$3,750,000 ","$3,750,000 ",$0 ,$0 
166,16,Sam Reinhart,FLA,24,"Nov. 6, 1995",Canada,194 lbs - 88 kg,"6'1"" - 185 cm",RW,Right,2 - Round 1 - 2014 (BUF),,,✔,54,25,15,40,0.74,-28,130,0.19,19:32,15.72,130,215,190,0.89,7.39,12.23,10.8,576,472,54.96,1014,821,55.26,804,640,55.68,52.62,44.47,54.2,,,,,,,,,BUF,Standard (1-way),,"Oct. 25, 2020",24,✔,✔,,1,RFA,RFA,2021,"$5,200,000 ",6.40%,"$5,200,000 ","$5,200,000 ","$5,200,000 ","$5,200,000 ",$0 ,$0 
